Comment ID,Rating,Tokens Used,Content,Error Message,,
3887,2,160,"The US population grew by 1.6 million? Nonsense. Joe Biden and his pal Alejandro let in more than 2.5 million immigrants last year, not even counting the gotaways. Texas has 4 or 5 million newbies since Biden took over.",N/A,,
3888,2,111,They feel safer in TX,N/A,,
3889,1,122,NY   does not enforce the laws    That is why the crime is so high,N/A,,
3890,2,122,just remember when you get here we do not care how you did it back home,N/A,,
3891,2,132,"Honestly, we're getting way too many gutter thinkers moving to Texas. They are starting to cause the same problems they ran away from.",N/A,,
3892,N/A,0,If this is the case then it makes perfect sense to export your illegals to New York and Chicago.,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3893,2,191,"With a tax and spend legislature what do you expect?  Now they want to raise up to 50 billion in new taxes. The irony of it is the WORKING FAMILY party is backing it.  That party is full of state/city union employees who are the only ones, besides the politicians, who benefit from raising taxes.  We the voters/taxpayers get basic service they get the premium package.",N/A,,
3894,2,156,"Get rid of nyc and nys could thrive again.. nyc controls the state and they’ll never let upstate gain power,productivity and political control…..and we all see how successful nyc is.. lol.. so we suffer.",N/A,,
3895,1,136,"What was a tax revenue generated by the 102,000 people who left NY for greener pastures elsewhere?How will that lost revenue be recovered?",N/A,,
3896,1,115,Welcome to Dee-troit on the Hudson!,N/A,,
3897,1,140,Biggest exports by stateMaine - LobstersFlorida - OrangesWest Virginia - CoalTexas - OilIowa - CornWashington - Aircraft and applesNew York - People,N/A,,
3898,2,200,So who to believe here? Just an article by the New York compost about how thousands of people and businesses are leaving Texas. How collage students are going to school in other states because of the Abortion laws. The we have this article talking about from a respectable source United States bureau census that has a little more grasp of the population situation saying the opposite. Who to believe pro abortionist who hate Texas or the census bureau that has no pony in the race?🤔,N/A,,
3899,2,137,Even more pressure by CA and NY to legalize all the illegal aliens.  How else are they going to effectively increase their share of the federal pie?,N/A,,
3900,1,155,"We need more to go. Traffic where I live is still way worse than ever. Please, everyone, move to Florida already (I say this wishing I could, but I am married to this fleabag city for a few more years).",N/A,,
3901,2,119,Swapping taxpayers for succubi. Way to go Liberals.,N/A,,
3902,1,192,Come to coastal south carolina. no snow and ice. extremely low taxes. law & order. sunshine. palm trees.  nice peoplehundreds of miles of sandy beaches. loads of opportunities.no road salt eating your car. hundreds of golf courses. low gas prices. low home prices. 1000s of great restaurants. boating a fishing.why suffer in NY? Loads of Yankees here.Coastal SC is booming!,N/A,,
3903,2,159,"The numbers are wrong, NY gained 500,000 illegal immigrants. So the population went up but the new immigrants don’t pay taxes they actually cost money to put up in hotels etc….plus they don’t work because they don’t have a green card.",N/A,,
3904,1,113,I can't imagine why?🤔,N/A,,
3905,2,129,"but wait, aren't all of those hard working immigrants going to pick up the slack on 1mm condos?",N/A,,
3906,1,123,The Yankees or Mets should trade for Snake Plissken. NY's ONLY hope.,N/A,,
3907,2,149,"So, NYS loses electoral votes come 2030 and a congressional seat, barring some kind of turnaround, but far-left NYCers will claim that all is well with the city and state.We'll see.",N/A,,
3908,4,121,Hate New Yorkers !! Ignorant and obnoxious !!! Go back !!!,N/A,,
3909,3,121,Hate New Yorkers !! Ignorant and obnoxious !!! Go back !!!,N/A,,
3910,1,144,"One problem with the decline in New York State population,  10% graft & payoffs normally set aside for the politicians is today actually now only 9%.  Tears of sorrow.",N/A,,
3911,1,129,"NY lost nearly 102,000 residents in a year, but gained 102,000 migrants in a year.",N/A,,
3912,1,119,"""Hold on, your comment is waiting for approval.""Why?",N/A,,
3913,1,111,"102,000 smart people",N/A,,
3914,2,213,The people fleeing would most likely vote Republican.  It does not matter that the tax base is shrinking.  There are still plenty of wealthy and big business that are not leaving.  The Left loves a government depenendant lower class.  They are expanding.  Not going anywhere.  The Communists love what is happening to New York.  Hochul never sounds disappointed.  Now with the prospect of paying reparations to people who were never slaves paid for by people who never owned any just means blacks won't flee.,N/A,,
3915,1,121,I am surprised that was it? I thought it would be way higher.,N/A,,
3916,2,146,"""Criminals and migrants are being put ahead of everyday New Yorkers.""Should read, ""Criminals and ILLEGAL ALIEN CRIMINALS are being put ahead of everyday New Yorkers.""",N/A,,
3917,2,130,"We lost good New York citizen taxpayers, however we gained migrants. Think that is a double loss on both parts.",N/A,,
3918,2,124,"Unfortunately, those who are leaving vote the same where they go and destroy civilized societies.",N/A,,
3919,2,112,NYers- go home!,N/A,,
3920,1,112,Can’t imagine why!,N/A,,
3921,2,132,"Like there's anything interesting to do in Texas, y'all. ""let's go feed some hogs"" They'll be back.",N/A,,
3922,3,119,"Democrats are destroying towns, cities, states and the country.",N/A,,
3923,2,122,Don’t worry fellas congestion tax is the cure to bring back taxpayers.,N/A,,
3924,2,119,"Gather up your loved ones and leave, while you still can.",N/A,,
3925,2,155,"Ha, ha. The Big Crapple ""inhales sharply:. One of my sons left four years ago, just before the ""waste"" material hit the rotating impeller. So, thankfully, I have no reason to set foot there.",N/A,,
3926,2,120,It's just people going back where they came from not actual NYers.,N/A,,
3927,1,140,That’s 0.5% of NY state population… Oh my god! We re doomed! Those newly retired people on Medicare leaving to Florida will be missed dearly!,N/A,,
3928,1,113,Still way too many live there,N/A,,
3929,2,125,Lost all those people and the remnants still vote for terrible leaders to make their lives more unbearable,N/A,,
3930,3,139,"Gotham will never change as the voters are afflicted with Stockholm Syndrome, and will continue to vote for the pro-criminal and pro-illegals Democrat party.",N/A,,
3931,N/A,0,"Population loss over a hundred thousand?   Just send a hundred thousand migrants to replace the pop drain, Sanctuary Cities have big shoulders and like to talk the talk.  Load up the buses got 5 stars to fill.","'content_filter_result': {'hate': {'filtered': True, 'severity': 'high'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3932,1,154,"These people couldn’t afford it in the first place. NYC is very expensive and even I couldn’t afford it.  The same with people who left California, very expensive and they couldn’t afford it. Hence the move to Texas.",N/A,,
3933,2,164,"Do these numbers factor in that most of the people emigrating to New York are uneducated, mostly skill less, illegal aliens, so the loss of skilled citizens is greater than100000? So that , for example, 500000 skilled citizens left and 600000 illegals replaced them",N/A,,
3934,1,154,"These people couldn’t afford it in the first place. NYC is very expensive and even I couldn’t afford it.  The same with people who left California, very expensive and they couldn’t afford it. Hence the move to Texas.",N/A,,
3935,2,164,"Do these numbers factor in that most of the people emigrating to New York are uneducated, mostly skill less, illegal aliens, so the loss of skilled citizens is greater than100000? So that , for example, 500000 skilled citizens left and 600000 illegals replaced them",N/A,,
3936,2,298,"For the first time in my memory, the Post, which I look forward to reading each day, was incorrect regarding this article. Our population actually increased by 48,000 inhabitants known as migrants. No matter what you refer to them as, migrants or asylum seekers, they are actually illegal immigrants!! The other states that experienced a population increase, are the states where actual citizens of New York fled to. It stands to reason because how can you expect citizens who actually pay taxes, provide their own housing and worked to achieve the American Dream, put up with having their essential services reduced by 5% for now, put up with this nonsense. They never imagined that they would achieve all of the above only to have their hard work result in feeding, housing, clothing and providing essential services for illegal immigrants. For anyone who states that these citizens have an obligation to do so is ludicrous. All of these other states are absolutely thrilled in having these hard working New Yorkers become part of their communities.",N/A,,
